registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
BRI-00006,Britain,Royal Navy,Valiant,HMS,02,HMS Valiant,Queen Elizabeth,Battleship,Fast battleship,Oil-fired geared steam turbine,1916,year,1957,Afloat—not operational,Decommissioned,Retired or disposed; exact fate open,36500,,1124,,Eight 381 mm guns; twenty 114 mm dual-purpose guns; 40 mm and 20 mm antiaircraft guns,Battle-line and postwar reserve,Britain,,Explicit canon,Naval transcript § British capital-ship survivors,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00001,Britain,Royal Navy,Hood,HMS,51,HMS Hood,Admiral,Battleship,Battlecruiser,Oil-fired geared steam turbine,1920,year,1950,Operational,Decommissioned,Retired or disposed; exact fate open,46700,,1418,,Eight 381 mm guns; fourteen 102 mm guns; 40 mm and 20 mm antiaircraft guns,Battle-line and postwar reserve,Britain,,Explicit canon,Naval transcript § British capital-ship survivors,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00003,Britain,Royal Navy,Nelson,HMS,28,HMS Nelson,Nelson,Battleship,Treaty battleship,Oil-fired geared steam turbine,1927,year,1954,Operational,Decommissioned,Retired or disposed; exact fate open,38000,,1361,,Nine 406 mm guns; twelve 152 mm guns; 120 mm and 40 mm antiaircraft guns,Battle-line and postwar reserve,Britain,,Explicit canon,Naval transcript § British capital-ship survivors,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00004,Britain,Royal Navy,Rodney,HMS,29,HMS Rodney,Nelson,Battleship,Treaty battleship,Oil-fired geared steam turbine,1927,year,1953,Operational,Decommissioned,Retired or disposed; exact fate open,38000,,1361,,Nine 406 mm guns; twelve 152 mm guns; 120 mm and 40 mm antiaircraft guns,Battle-line and postwar reserve,Britain,,Explicit canon,Naval transcript § British capital-ship survivors,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00345,Britain,Royal Navy,Berwick,HMS,C33,HMS Berwick,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1928,year,1968,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C33 remains the registry identifier."
BRI-00346,Britain,Royal Navy,Cornwall,HMS,C34,HMS Cornwall,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1928,year,1969,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C34 remains the registry identifier."
BRI-00344,Britain,Royal Navy,Kent,HMS,C32,HMS Kent,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1928,year,1968,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C32 remains the registry identifier."
BRI-00347,Britain,Royal Navy,Cumberland,HMS,C35,HMS Cumberland,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1929,year,1970,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C35 remains the registry identifier."
BRI-00349,Britain,Royal Navy,London,HMS,C37,HMS London,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1929,year,1971,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C37 remains the registry identifier."
BRI-00348,Britain,Royal Navy,Suffolk,HMS,C36,HMS Suffolk,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1929,year,1970,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C36 remains the registry identifier."
BRI-00350,Britain,Royal Navy,Devonshire,HMS,C38,HMS Devonshire,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1930,year,1972,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C38 remains the registry identifier."
BRI-00351,Britain,Royal Navy,Shropshire,HMS,C39,HMS Shropshire,County,Cruiser,Heavy cruiser,Oil-fired geared steam turbine; four shafts,1930,year,1972,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",13700,,784,,Eight 203 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Ocean trade protection and surface action,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical County characteristics; https://en.wikipedia.org/wiki/County-class_cruiser,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the County roster or its period-correct continuation; pennant C39 remains the registry identifier."
BRI-00768,Britain,Royal Navy,Seahorse,HMS,P27,HMS Seahorse,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1932,year,1957,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P27 remains the registry identifier."
BRI-00767,Britain,Royal Navy,Sturgeon,HMS,P26,HMS Sturgeon,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1932,year,1957,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P26 remains the registry identifier."
BRI-00766,Britain,Royal Navy,Swordfish,HMS,P25,HMS Swordfish,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1932,year,1957,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P25 remains the registry identifier."
BRI-00352,Britain,Royal Navy,Leander,HMS,C40,HMS Leander,Leander,Cruiser,Light cruiser,Oil-fired geared steam turbine; four shafts,1933,year,1973,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",9740,,680,,Eight 152 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Trade protection and fleet scouting,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Leander characteristics; https://en.wikipedia.org/wiki/Leander-class_cruiser_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Leander roster or its period-correct continuation; pennant C40 remains the registry identifier."
BRI-00770,Britain,Royal Navy,Snapper,HMS,P29,HMS Snapper,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1933,year,1958,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P29 remains the registry identifier."
BRI-00769,Britain,Royal Navy,Starfish,HMS,P28,HMS Starfish,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1933,year,1958,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P28 remains the registry identifier."
BRI-00353,Britain,Royal Navy,Achilles,HMS,C41,HMS Achilles,Leander,Cruiser,Light cruiser,Oil-fired geared steam turbine; four shafts,1934,year,1974,Afloat—not operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",9740,,680,,Eight 152 mm guns; eight 102 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Trade protection and fleet scouting,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Leander characteristics; https://en.wikipedia.org/wiki/Leander-class_cruiser_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Leander roster or its period-correct continuation; pennant C41 remains the registry identifier."
